Comments,Sentiment,Aspect
 የኢንተርኔት ፓኬጅ ጥቅል ዋጋውን ቀንሱልን በተለይ የሳምንታዊ እና የወርሃዊ በጣም ውድ ናቸው ዋጋቸውን ልክ እንደ ከዝህ በፊቱ እንደ በጤናዎ ይቆዮ ጥቅል አድርጉልን,Neutral,Service
ከቴሌ አሁን የታሪፍ ቅናሽ  የምንጠብቀው ለተወሰነ የማህበረሰብ ክፍል  አቅርቦ የተወሰነ ትርፍ ከማግኘት ይልቅ ብዙሀኑ የሀገሪቱን ህዝብ የ በአግባቡና በቅናሽ እንዲጠቀም አድርጎ ከብዛት አትርፎ ትውልድን የነቃና በእውቀት እንዲዳብር ብሎም የፈጠራ አቅምን እንዲሻሻል ማድረግ ያለበት መስሎ ይሰማኛል በተለይ ዝቅተኛ ፍጥነት ኢንተርኔት ተጠቃሚዎች ላይ ያለው ወርሀዊ ክፍያ አበረታች አይደለም,Neutral,Service
ስራችሁ ጥሩ  ነገር ግን ገጠር አከባቢዎች ላይ ኔት ወርክ እራሱ በተገቢው መልኩ አንዲሰራ ቢደረግ አሪፍ ይመስለኛል ለምሳሌ ሲዳማ ክልል ጭሬ ወረዳ ከተማውን መሉ ለሙሉ የማይሸፍን ኔትወርክ  ያለው ምእራብ አርሲ ነንሰቦ ወረዳ የ ኢንተርኔት አገልግሎት ፍጥነቱ በፊት ከነበረው ፍጥነት በጣም የወረደ  እሱም ከመሸ መስራት አቁሟል አረ ቴሌዎች ለሁሉም እኩል ዝነቡ ቢያንስ ቢያንስ ው አሪፍ ይሁን ከቀድሞው በወረደ ጥራት ላይ  ያለው,Neutral,Price
እኔ ባለፈው የተወሰነ ኢንቫይት አድርጌ እየሰጠኝ እንዳለ ከዛ በሗላ የከፈትኩላቸውን ግን አልደረሠኝም አስተካክሉ,Neutral,Service
መጀመሪያ ለህዝቡ ጥያቄ ምላሽ ስጡ ዳዬ ከተማ መፍተሔ ትሻለች,Neutral,Service
ጥሩ ስራ   በርቱ ብቻ ግን የቴሌ ታሪፍ ቀንሱ  ደረጃውንና ፍጥነቱን ጨምሩ እናመሠግናለን,Neutral,Service
 ለለውጥ እራሱን ማዘጋጀቱ እና ከሌሎች   ጋር አብሮ መስራቱ የሚደገፍ እና መዘመን እናመሰግናለን ነገር ግን አብረን ለቆየን ደንበኞቹ መሰነባበቻ የሚሆን የአንድ ቀን እናመሰግናለን ዝግጅት ቢዘጋጅ እና   ብትፈቅድ?,Neutral,Price
የእንተርነት ወጋ በኢትዮጵያ በጣም ውድ  ቴሌ ይህን ልያስብበት ይገበል እንተርነት የሁሉም ዜጋ ተደረሽ እንድሆን ተርፉን መቀናስ አለበት የእንተርነት እና የድምጽ ጥቅል ለይ ና በሌሎችም ማሸሽያ ያደርገል ብሌን እንጣብቀለን ምክንያቱም በጣም ውድ  ሁሉን ያማከለ አይደለም,Neutral,Accessability 
ምርጥ ቴክኖሎጂ በአሁኑ ጊዜ ተግባራዊ ባይሆንም ነገር ግን እባክዎ እንደ    እና ውሃ ያሉ ሌሎች ተግባራትን በሀገር ውጭ ይጨምሩ,Neutral,Accessability 
ትልቅ ስራ  በርቱ አሁን ደግሞ ዉሀ እና መብራት እንድንከፍል አድርጉልን ከዚያ ጥቅልል ብለን እንግባላችሁ,Neutral,Price
ኢትዮ ቴሌኮም በአሁኑ ጊዜ በፍጥነት በማደግ ላይ የሚገኝ ተቋም ሲሆን ኢትዮ ቴሌኮም በሰጠው አገልግሎት በጣም ደስተኞች ነን እባክዎን ለኢትዮጵያ የኤሌክትሪክ አገልግሎት መስሪያ ቤት ያላችሁን ልምድ አካፍሉ ምክንያቱም  ወደ ኋላ እየተመለሰ ,Neutral,Price
አረ ስለመጨው የውድድር ዘመን ትኩረት ቢሰጠው የአዲሱ ጥምር ግሩፕ በከፍተኛ ካፒታል ወደ ቴሌኮም ኢንዱስትሪው እየገባ ኢትዮ ቴሌኮም ግን የተዘናጋ ይመስለኛል,Neutral,Price
መልካም  ግን አዲስ አበባ ውስጥ ሆኖ ኔትወርክ ማግኘት ብርቅ የሆነባቸው ቦታዎች ስላሉ እባካችሁ መፍትሄ ስጡአለበለዚያ ቴክኖሎጂን ያለኔትወርክ ሽፋን ተጠቀሙ ማለት ስጋ ሰጥቶ ቢላዋ እንደመንሳት  የሚቆጠረው ለነገሩ ይብላኝ ለእናንተ እንጂ የውጪ ባለሀብቱ ወደ ዘርፉ እየገባ ስለሆነ በቀጣይ ችግራችን ሊቀረፍ እንደሚችል ተስፋ አደርጋለሁኤናንተ ግን በዚህ አያያዛችሁ ፉክክሩን እንዴት እንደምትቋቋሙት እንጃ,Neutral,Accessability 
ይሄ በኢትዮጵያ የፋይናንስ ስርአተ ምህዳር ትልቅ መሠረት የሚጥል ጅማሮ  ከእንግዲህ ቀረ ብቻ ማለብ ከ በኋላ አለም አቀፍ ቴሌኮሞች ስለሚቀላቀሉ ህልውናችሁን ለማስቀጠልና ለማረጋገጥ መሠል የእውቀት መር የዲጂታል ገንዘብ ዝውውሩን በማሣለጥ ምህዳሩን ማመቻቸትና በዘርፉ ላይ ረለቫንት ሆናችሁ መቀጠል ያስችላችኋል,Neutral,Service
በርቱ ቴሌዎች ያው በ  ደቂቃ  ብር አግኝቻለሁ ግን አንድ  የማረጋችሁ ነገር ቢኖር ገንዘብ  ለማድረግ የሞባይል ካርድን እንደ አማራጭ ብታስገቡት ያ ማለት ሰዎች የሞባይል ካርድ ገዝተው ድብቁን ቁጥር ሲያስገቡ የገዙትን ያህል እንዲጨምርላቸው,Neutral,Accessability 
ሌላ አማራጭ ጨምሩበት ሰው የሰለቸው በየቦታው መሰለፍ ሁሉምብ ሞባይል ያለው ወደ አገልግሎት ሰጪ ተቋም ሲሄድ ከባንክ በምን ተሻለ የናንተ,Neutral,Price
ካርድ ሞልተን ማጠራቀም ብንችል ወደ ሽያጭ ማእከል ከመሄድ እና ወረፍ ከመጠበቅ ያግዛል ያው ሞባይል ካርድ በየሱቁ እናገኛለን  እና በታሰብበት ,Neutral,Price
በኢትዮጵያ ውስጥ እንደ ቴሌ ከፍተኛ ለውጥና ዕድገት ያሳየ መስርያ ቤት የለም በዚህ ላይ አሁን አሁን በጣም ፈጣን እየሆነ  ግን መፍታት እየቻላችሁ ያልፈታችሁት ችግር አለ ለምሳሌ የስልክ ሂሳብ በ ለመክፈል የመክፈያ ቁጥሬን ሳስገባለት እንደ ውሃና መብራት የእኔነቱን የሚገልፅ ስሜን ስለማይገልፅ ደፍሮ መክፈል ይከብደኛል ቴሌ ብርም ተመሳሳይ ነገር እንዳይኖረው መጠንቀቅ  ከአመት በፊት ይሔንን ችግር በቲውተር ጠይቄ እየተዘጋጀ ስለሆነ በቅርብ ቀን ይስተካከላል ተብያለሁ በአመታትም አልተስተካከለም,Neutral,Price
ከንግድ ባንክ በስንት መከራ ተሰልፈን አውጥተን እናንተው ጋር ድጋሚ መሰለፍ አዳጋች ስለሚሆን ቶሎ ብላችሁ ከባንኮች ጋር የማስተሳሰር ሥራ ስሩ,Neutral,Accessability 
ከአፕሊኬሽኑ ስትወጡ ሁሌም ሎግ ኢን በል ይለኛል ይህንን ማስተካከል ብትችሉ አሪፍ  ለምሳሌ እንደ አንዴ ሎግ ኢን ካላቹ ድጋሜ አይጠይቅም ሎግአውት ብላቹ ካልወጣቹ  ቻይና ውስጥ ከባንክ ጋር ሊንክድ ሆኖ የሚሰራ የመገበያያ እና ልክ እንደ ቴሌግራም ቻት ማድረጊያ አፕሊኬሽን  የ ናንተንም ቴሌ ብር አፕ ቀስ በቀስ እንደምታዘምኑት አልጠራጠርም አመሠግናለው,Neutral,Service
በኢትዮ ቴሌኮም ስም የሚያጭበረብሩ ሰዎችን ለህዝብ ይፋ ቢታጀርጉና ህዝብን ከአጭበርባርዎች ቢታድኑ መልካም ነዉ እላሉዉ,Neutral,Service
የአንድ ቀን እና የምሽት ያልተገደበ የ አግልግሎት ብጀመር በጣም ቆንጆ ነበር,Neutral,Service
   አገልግሎት ላይ የዋጋ ቅናሽ ብታደርጉ,Neutral,Service
ስድስተኛውን ተራ ቁጥር በ ብር አንድ ሜባ የሚለው አንድ ጊባሜባ በሚል ይስተካከል,Neutral,Service
ምንም አዲስ ነገር አልጨመራችሁም አዲስ ነገር ሰጡን,Neutral,Price
የኢንተርኔት ጥቅል ዋጋውን ትንሽ ማሻሻያ ብታደርጉበት,Neutral,Accessability 
ውድ ቴሌዎች እባካችሁ በየክልሉ ያለውን የ  አስተካክሉ ጥሩ  የሚኖረው በለሊት እና እስከ ጠዋት  ብቻ  ,Neutral,Accessability 
ምንም አዲስ ተጨማሪ ነገር ለውጥ አላደረጋችሁም እኮ,Neutral,Service
ዉል ለመግባት ቅድመ ሁኔታዎቹ ቢገለፁ,Neutral,Accessability 
ስልኬ በተለያየ ምክንያት ከአገልግሎት መስጫ ክልል ውጭ በሚሆንበት ጊዜ የአሳውቁኝ መልዕክት አይገባልኝም መፍትሄ ካላችሁ ተቸግሬአለሁኝ,Neutral,Quality
በጤና ይቆዩ ጥቅልን  ስአት ብታደርጉት,Neutral,Service
አሠራራችሁን ከግዜ ወደ ግዜ እያሻሻላችሁ መሆኑ ያስመሰግናችኋልነገር ግን ብዙዎቹ አገልግሎቶች በመካካለኛ እና ዝቅተኛ የኑሮ ደረጃ ያሉትን ዜጎች ያገናዘበ አይደለም,Neutral,Service
ብዙዎቹ አገልግሎቶች በመካካለኛ እና ዝቅተኛ የኑሮ ደረጃ ያሉትን ዜጎች ያገናዘበ አይደለም,Neutral,Price
ውድ ዋጋ  ይቀንስ,Neutral,Service
በመጀመሪያ ኔትወርኩን አስተካክሉት,Neutral,Service
 ላይ ተጨማሪ አካውንት መክፈት ብችል ማለቴ ተጨማሪ ስልክ ቁጥር ብጨምር,Neutral,Price
ኢትዮ ቴሌ የሕዝብ አለኝታ ከመሖኑም በላይ የሐገር ሐብት በመሖኑ በቴሌ ኮም በማሥመሠል የመከሠቱ ፌሥ ቡኮቾን መዝጋት አይችልም ወይ,Neutral,Quality
ኢንዴት እንለያለን አንድ አንድ ምታወቁት አሉ የራሳቸውን ስልክ ደግሞ ትክክለኛ ቴሌ አርማ ይዞ የወጡት አሉና ለመለየት የሚያስቸግሩ በምን እንለያቸው?,Neutral,Service
አፑ በጣም አሪፍ ነበር ግን አንድሮይድ ቨርዥናቸው ከበታች ለሆኑ ቀፎወች አለመሥራቱ የብዙወቻችን ጥያቄ  እናንተ በዚ ላይ ያሠባችሁት ምንድ???,Neutral,Service
 ስንደውል አንስታችሁ አስተናግዱን,Neutral,Service
    ከገዛው በኋላ እየተጠቀምኩ ቀሪ ሂሳብ ስንት እንደቀረኝ ማወቅ ፈልጌ አይነግረኝም የገዛሁትን ብቻ  የሚነግረኝ,Neutral,Service
ከ ዉጭ ብር ተሞልቶልኝ  ቦነስ ተሰጥቶኝ ነበር እናም ግን ለ ቦነሱ የተሰጠዉ ጊዜ በቂ አይደለም ለሰዉ ማስተላለፍ አይቻል ፓኬጅ መግዛት አይቻል እና ይሄ ሁሉ የሰጣችሁትን ቦነስ እንዴት አድርገን በ  ቀን እንጨርሰዉ,Neutral,Price
በውሸት በማጭበርበር የሰዎችን ገንዘብ የሚዘርፉ ሰወች እየተሰማሩ ,Neutral,Price
አፑ ደስ የሚል እና የሚደነቅ ሆኖ ሳለ በ ኢንተርኔት ኮኔክሽን ብቻ የሚሰራ መሆኑ ላይ ግን ብዙም ምቾች አልሰጠኝም  እንዲሰራ ብታደርጉት ግን ጥሩ ይመስለኛል,Neutral,Price
 ከስጦታው ባሻገር የሰዓት እና የመጠቀሚያ ልኬት ገደቡ ቢነሳ የተሻለ ነበር,Neutral,Accessability 
በሁሉም የሽያጭ ማዕከላት ቢቀርብ ጥሩ ,Neutral,Service
ከፍተኛ ዳታ ተጠቃሚ ክልሎችን ከክልልም ሀገሮች በደረጃ ቢነገረን  እናመሰግናለን,Neutral,Service
በመለዉ ኢትዮጵያ የምጀምራበት ቀን ይነፈቀነል ምክንያቱም ሁሉምችን ተጠቀም ብንሆን በጠም ደስ ይለነል በሪቱልን ,Neutral,Service
ከሚያደርጉት በላይ መስፋፋት ይጠበቅበታል,Neutral,Quality
እናመሠግናለን   በተሻለ ፍጥነት መጠቀም ጀምረናል ነገር ግን የ አገልግሎት በጣም እየደከመና ቀን ቀን ለተወሰነ ሰአት ብቻ እየሰራ ምሽትና ለሊቱን በሙሉ የሚቋረጥበት ምክንያት  ሊገባኝ አልቻለም  ለተከታታይ  ቀናት ይህ ችግር ገጥሞኛል ,Neutral,Service
ህዝቡን ለማገልገል ያላችሁ ቁርጠኝነት የሚመሰገን  ነገር ግን የዋጋው ተመን በጣም የተጋነነ  የ ኢንተርኔት ከ ኢንተርኔት ለምን ይወደዳል ተጨማሪ  የለው እባካችሁ ህዝቡን ተረዱት ኢንተርኔት የሚጠቀመው  የሚሆ ወጣቱ ህዝባችን  በዛ ላይ ስራ የለው ስለዚህ የወጣቱን ገቢ ያገናዘበ የዋጋ ተመን ብታወጡ የተሻለ  ,Neutral,Price
ስላም ኢትዬ ቴሌኮም ሁልግዜ ቀደማችሁ የምትስሩ እናንተ የፍለጋችሁትን አካባቢ  ለምን ከቅርብ ከመጀመረ ከሩቅ አትጅምሩም ለህዝብ ሲባል እንጅ ለእናንት ቅርብ ስለሆነ ብቻ መሆን የለበትም ስሜን ምዕራብ ሪጅን አይታችሁት አታውቁም ታሳዝናላችሁ አማራ ክልል በጌ ምድር አልስራችሁትም የፌስቡክ እና የታይታ ስራ ለኢትዬጵያ አይጠቅማትም ሁሉንም የኢትዬጵያን ክልሎች በእኩል አይን እዩት,Neutral,Service
ስጦታውን ለሁሉም ተጠቃሚ በአንዴ ልካችሁ ኢንተርኔት አልሰራ ብሎ ከሚያስቸግረንበቅድሚያ ስልካቸው ከ ቤት ለሆነ ቀጥሎ ደግሞ ከ   ለሆነ በበቅደም ተከተል ብትልኩ አሪፍ ,Neutral,Price
እንኳን ደስ አላችሁ ግን  የተባለው የታለ አልደረሰንም?ለምን ከለሊቱ  እስከ ማታ  ሆነ ለምን አይሻሻልም,Neutral,Service
ያለቅድመ ማሳወቂያ የተንጠለጠሉ አጫጭር ቁጥሮችን እንድትለቁ እንጠብቃችኋለን,Neutral,Service
 የአጠቃቀም ስልት ቢኖረው መልካም ነበር ለአጠቃቀሙም አመች ነበር,Neutral,Service
ጥሩ እና የሚበረታታ  ግን ችግሮች ቶሎ ቶሎ ይፈቱ ዛሬ አንዳንድ ክፍያዎችን ለመክፈል  ተጠቅሜ ነበር ከስልክ ክፍያ ውጭ አይሰራም ሁለተኛ ደግሞ   ለማድረግ የግድ ኤጀንቶችየቴሌ ሾፕ ወይም ባንኮችን መጠቀም ግዴታ ሆኑዋል ያ ደግሞ የተሙዋላ  አይኖረውም ተጨማሪ እና ዋነኛው መሆን ያለበት የሞባይል ካርድ  በቃ የፈለገውን የገንዘብ መጠን ካርድ ገዝቶ ሞልቶ ወደ ቴሌብር ልኮ መጠቀም የሚችልበትን ነገር ይፈጠር ከኤጀንቶችየሽያጭ ማእከሎች እና ባንኮች ከመፈለግ ካርድ ሻጭ በቀላሉ ይገኛል,Neutral,Accessability 
አገልግሎቱ ጥሩ ነበር ነገር ግን አገልግሎቱን ለመጠቀም ዳታ መጠየቁ በአጋጣሚ ዳታ ባይኖረን የቴሌብር አካዉንታችንን ሳንቲም እንኳ መጠቀም እንችልም  k         ,Neutral,Accessability 
በሁሉም ባንክ አድርጉት በተጫማሪም አገርኛ ቋቋዎች ተጠቀሙ ከስተመርን ደበኞቻችን,Neutral,Accessability 
ስራችሁ በጣም ደስ የሚልና የሚበረታታ  ግን የበለጣ ለተጠቃሚው ምቹ ለማድረግ ከቴሌብር ወደ ኢትዮጵያ ንግድ ባንክ ገንዘብ መላክ ቢቻል እንዲሁም ወደሌሎች ባንክም ቢቻል በጣም ጥሩ ,Neutral,Service
