Comment,Sentiment,Aspect
ሸልሙን ተብላችሁ ሳይሆን እንሸልማለን ብላችሁ ዕደለኞችን አሳውቃችሁ የውሃ ሽታ መሆናችሁ ለምንድን ነው?,Negative ,Service 
ኧረ እባካችሁ የተማሪዎችን Mobile data ቦነሱ ሌሊት ነው እሚሰራው ወደ ቀን አዘዋውሩልኝ ,Negative ,Service 
ዳታ ገዝቼ የማታቆዩዋት ነገር ቴሌዎች እረ እባካችሁ አሁንስ መረረኝ,Negative ,Service 
ስሜ ከርድ ዝም ብሎ ይባለል ከርድ በሞለው ቁጡር,Negative ,Price 
የኢድ አል-ፊጥር የበዓል ጥያቄ ውድድር በፌስቡክ የ10GB አሸናፊ ነበርሁ ነገር ግን እስካሁን 10GB አልተላከልኝም ለምንድን ነው?,Negative ,Service 
አረ እኛ አከባቢ ኔትወርክ እየተቆራረጠ ተቸገርን መብራት ሲመጣ ይመጣል ሲሄድ ይሄዳል መፍትሄካለ,Negative ,Service 
እንዴት 3ጌባ ባለገመድ ዋይ ፋይ ቪድዮ ለማየት አያስችልም በጣም የተንቀረፈፈ እና የወረደ ኔቶርክ ነው,Negative ,Quality 
በቴሌ ብር አንሊሚትድ ፓኬጅ ሲገዛ የ አስር ፐርሰንት ቅናሽ ነበረው ቀርቷል እንዴ እሱ። ባሁኑ ስገዛ ቅናሽ አላረገልኝም,Negative ,Service 
እና ታድያ ለዚህ ለታላቅ መታሰቢያ በዓል ጥቅል ያልተለቀቀው ለምንድን ነው,Negative ,Accessability 
Ethio Bonus ምናምን አታበረክቱም እንደ ዘንድሮ ምን እየሆናቹ ነው,Negative ,Accessability 
የኢድ ተሳትፎ ጥያቄ ሽልማቱ አልተላከልኝም፤ 10 GB,Negative ,Service 
ኢትዮ ቴሌክም መደበኛ ስልክ ላዬ ችግር አለ,Negative ,Service 
አረ ምን አይነት የፓኬጅ ዝርፊያ ነዉ ሰሞኑን የጀመራችሁት,Negative ,Price 
የበጀት መዝጊያ ድግስ ስጦታዉ ቀርቶብን ምናለ በገንዘባችን እንኳን ተገቢዉን አገልግሎት ብናገኝ። በጣም ያሳፍራል።,Negative ,Service 
ተመዝግቤ የተለያዪ አገልግሎት እየተጠቀምኩ ነው ነገር ግን በተሰጠኝ ነጥብ ላይ ምንም አይነት ጭማሪ የለም።,Negative ,Service 
አመታዊ ጥቅል ብላችሁ ያለገደብ ኢንተርኔት እና ያለገደብ መልዕክት ገዛሁ ኢንተርኔቱ ሲሰራ መልዕክቱ አይሠራም ደጋግሜ አመለከትሁ መልስ የለም።,Negative ,Service 
Broadband ለማስገባት ተመዝግቤ ነበር። ነገር ጌን Modem አልቋል የሚል ምላሽ ነው ያገኘሁት።,Negative ,Accessability 
ተመዝግቤያለሁ ግን ነጥብ አሁንም ዜሮ ነው። ነጥብ የሚገኝበት መንገድ ግልፅ አይደለም።,Negative ,Service 
እኔ አሻም ቴሌ ተመዝግቤ የተለያዩ አገልግሎቶችን እየተጠቀምኩ ነው ግን እስካሁን ምንም ነጥብ አልተመዘገበልኝም::,Negative ,Service 
ፓኬጅ ስገዛ ሚቀረኝን አላሳውቅ እያለኝ ነው,Negative ,Service 
My Ethiotele አልሠራልኝ አለ ሚስጥር ቁጥሩን መቀየር ፈልጊ በተደጋጋሚ ስሞክረው client authentication ይለኛል,Negative ,Service 
በተባለዉ መሰረት ተመዝግቤ ግን ምንም አይነት ነጥብ እንዳለኝ ማወቅ አልቻልኩም,Negative ,Service 
አሻም ተመዝግቤ ከሁሉም አገልግሎት እየተጠቀምኩ ግን ምንም ነጥብ የለኝ መፍትሄው ምንድነው?,Negative ,Service 
የአሻም አገልግሎት ምዝገባ በ999 አገልግሎት ላይ ግልጽ አይደለሁም,Negative ,Service 
የተከበረቹ ቴሌዎች የኢድ አልፈጥር ሰምንተዊ የድምጽ ኢነ መልኢክት ገዘው ከዚየ ለወንድሜ ፡10ደቂቀ መስተለለፍ ፈልጌ የለህ ፡ሂሰብ አነስተኛ ነው ይለል ,Negative ,Price 
በቴሌ ብር ፓርትነር መተግበሪያ ይህንን የኢድ ጥቅል ላገኘው አልቻሉም ።,Negative ,Service 
የዕለታዊ የመልዕክት ጥቅል ስጦታ ለማበረከት አይሰራም ምንድነው??,Negative ,Service 
ይቅርታ ውድድሩን አሸንፌ ስልኬን ልኬ እስካሁን አልመለሳችሁልኝም,Negative ,Service 
ውድድሩን 10 GB አሸንፌ ስልኬን ልኬ ነበር እስካሁን አልገባልኝም,Negative ,Service 
ከ ገበታው ምን ብታስቡነው በዚህ በዓል የ አጭር መልክት ያጠፋቹት,Negative ,Accessability 
እባካችሁ ሰሞኑን ኮኔክሽን ሊሰራልን አልቻለም ምሽት ላይ በተለይ ደሴ,Negative ,Quality 
የኢድ ውድድር አሸናፊ ሆነን ከሁለት ቀን በፊት ስልክ ቁጥር ልከን ለኢድ ካልተጠቀምንበት ለመቼ ነው የምንጠቀምበት,Negative ,Service 
በታም ታሳዝናላችሁ 121ብር ነበረኝ የ35 ብር ጥቅል አገልግሎት ገዛሁ የአለኝን ቀሪ ሂሳብ ሲነግረኝ 37.47 ሳንቲም አለኝ ምን ማለት ነው  ተደጋጋሚ ነውያሳዝናል,Negative ,Price 
ዲስካውንት የምትለቁት ደስ ባላቹ አመት በዓል ነው እንዴ?,Negative ,Price 
አር የትላቱ ሽልማት ይሰጠን የደረሰንን,Negative ,Service 
994  አንድ ሠው30 ግዜ ደውሎ የማታነሡት ከሆነ የደንበኛ ንቀት እንጂ ሌላ ምንም ልንለው አንችልም,Negative ,Service 
 ሰጥቶ መንጠቅ ተገቢ አይመስለኝም። የስጦተው ጊዜ ማጠሩ፣ጥቅል ገዝቶ መጠቀም አለመቻሉና ሌሎችም የአሰር ክፍተቶች ያሉበት ስለሆነ,Negative ,Quality 
በቂ መልስ ካለ እጣ ምባለው እንዴት ነው አልገባኝም አስረዱን እስቲ,Negative ,Service 
በማናቸውም አይነት የዉድድር ጥያቄዎችና መልሶች 99% አድሎና መድሎ አለ ወደ አንድ አካባቢ ያዳላ ነዉ,Negative ,Accessability 
ለመደወል ስሞክር የቴሌፎን ክፍያ አገልግሎት ይፈፅሙ ማለታችሁ አልገባኝም።,Negative ,Price 
ኢትዮ ቴሌኮም አሁን አሁን ላየሰ ወኪል ብላችሁ ባስቀመጣችኋቸው ሱቆች ስማችሁ እየጠለሸ ይመስለኛል,Negative ,Accessability 
ያለ ምንም አገልግሎት ገንዘብ መሰብሰብ ብቻ ነው ሥራችሁ,Negative ,Service 
እየሠጡመውሰድ በዓል ባይመጣ የሠኛል በሠው ጭንቅላት መቀለድ,Negative ,Service 
ኢቶ ቴሌ እባካችሁ በየቀኑ ብር እየተወሰደብኝ ነው ለማመልከት 994 ምንም ማድረግ አልቻሉም በዚያ ላይ እነሱን ማገኜት ከባድ ነው ።,Negative ,Price 
አኔ የWifi አገልግሎት ነበር የፈለኩት የሽያጭ መዓከል አመልክቼ ነበር ይሁንና የተሰጠኝ መልስ (box) ስለሌለ አገልግሎቱን ማግኘት አትችልም ነው የተባልኩት,Negative ,Service 
መጀመሪያ የተበለሸብን Wifi ቶሎ አሰሩልን,Negative ,Service 
fb ላይ ምትፖስቱት ሌላ Networkኣችሁ ሌላ ። መጀመሪያ 4Gን ፈጣን አድርጉ ።,Negative ,Quality 
የገመድ አልባ ዋይፋይ አገልግሎት ወርሀዊ ክፍያ ቢስተካከልንን,Negative ,Price 
በቴሌ ብር የኢንተርኔት ዳታ እና የድምፅ ወርሃዊ(unlimited premium) የ10% ቅናሽ ነበረው።ከትላንት ጀምሮ ግን ልዩነት የለውም።,Negative ,Service 
ደብረ ብርሃን ቀበሌ 6 በተለምዶ አየር ጤና ተብሎ በሚጠራዉ ሰፈር የስልክ ልዉዉጥ ማድረግ አልቻልንም።,Negative ,Quality 
እረ ቴሌ በጣም ይደብራል ኮኔክሽን  መች ይሰራል እረ በጣም ትገርማላቹሁ,Negative ,Service 
ባለ ገመድ የwifi አገልግሎት ለደንበኞች ያቀረበ ቢሆንም ብልሽት በጣም ይበዛበታል ወደ ጥገና ማዕከል ሲደወል መጥተው ለመጠገን ከ15 ቀን በላይ ይቆያሉ,Negative ,Service 
በሽያጭ መልክ የሚያቀሩቧቸው እቃዎች በጣም ውድ ናቸው። ለምሳሌ የwifi መጠቀሚያ ራውተር ውድ  ነው ,Negative ,Price 
wifi ለ 1 ወር የኢንተርኔት ክፍያ በጣም ውድ ነው። የህዝቡን ኑሮ የሚፈታተን ነው።,Negative ,Price 
4G internet ለመጠቀም ስፈለግ ውስብስብ ሂደት አለው።,Negative ,Service 
እጅግ በጣም ጨዋ የሆኑ ታታሪ ሠራተኞች ቢኖሩም አንድአንድ የጥገና ባለሞያዎችም እጅ መንሻ የሚፈልጉ ናቸዉ።,Negative ,Service 
ብዙ ወኪል ነን ብለው የለጠፉ ሰቆች አሉ ግን አገልግሎት አይሰጡ አሁን ብቻ አምስት ሱቅ በረንዳ አካባቢ ጠይቄ አልተለቀቀልንም ነው ምላሹ ለምን ?tellebirr አካውንች አልከፍችልኝ አለ,Negative ,Service 
ደቡብ ምዕራብ ሪጅን ላይ ኢንተርኔት ፍጥነት ቀንሷል ፣ በ4ጂ 200mb በ3ሰአት ወርዶ አያልቅም,Negative ,Quality 
ያለደንበኛው ፈቃድ በብሮድባንድ ኢንተርኔት ላይ ፍጥነት እና ታሪፍ መጨመር ይቻላል ወይ? ምን አይነት አሰራር ነው?,Negative ,Price 
ቴሌሌባነው ስጦታብሎ በሌላያካክሳል ምንአይነትነገርነው,Negative ,Service 
 የጥቅል አገልግሎት መጠቀም አልቻልኩም ብዬ አሳውቂያችሁ ነበር እየሰራንበት ነው ብላችሁኝም ግን እስካሁን መጠቀም አልቻልኩም,Negative ,Service 
የትንሳዔ በዓል እኮ ለ1ሳምንት ነው የሚከበረው ? ከውጪ ሲላክ እስከ 18 ለዚያውም ቦነሱ 7 ቀን ብቻ የማያገለግለው,Negative ,Service 
አሳፋሪ ነው ጥቅሉን በ44 ብር ከገዛን ቦሀላ ፓኬጁን ለምን ትቆሩታላችሁ,Negative ,Service 
እንደዉ ቴሌ የሚባል መስሪያቤት ብቻ ሳይሆን ኔትወርኩን የሚገላግለኝ ናፈቀኝ,Negative ,Service 
እባካችሁ የዳታ አገልግሎት ምንም አገልግሎት አይሰጥም ዳታ ገዛሁ ያለጥቅም አልቋል,Negative ,Service 
ማስታወቂያ ብቻ ሆናችሁብኝ የተቋረጠብንን አገልግሎት ለማስተካከል 4 እና 5 ቀን መጠበቅ ፌር ነው? ማፈሪያዎች ናችሁ,Negative ,Service 
ዳታ ገዝቼ መጠቀም አልቻልኩም እባካችሁ አጣሩልኝ,Negative ,Service 
በከፍተኛ ሁኔታ ገንዘባችንን ዘረፋችሁን txt sms 17 ልክን ሌላው የናተ ነው ከዚህ በላይ ምን ዘረፋ አለ ደወልን መልስ የለም ,Negative ,Service 
እባካችሁ ሲስተማችሁን አስተካክሉት በስንቱ እንሰቃይ,Negative ,Service 
ዳታ ጥቅል አበላል ግን በጣም እየበላቹህን ነው,Negative ,Price 
ግን ከይቅርታ ጋር ጥቅሉ ገዝተን ሊቆይ አልቻለም ምነው,Negative ,Service 
እረ ወርሃዊ ተንሳይ ጥቅል 44 ብር ሞለቼ የድምፅ አልሰራም አለኝ,Negative ,Service 
ለበዐል ያደረጋቹት ቅናሽ አሪፍ ሆኖ ሳለ ለሳምንት የገዛሁት የ24 ብር ኢንተርኔት ፓኬጅ 30 ደቂቃ ባልሞላ ጊዜ ውስጥ 75% ተጠቅመሀል አለኝ,Negative ,Price 
ቴሌዎች አገልግሎትታቹ እንደ ትልቅነታቹ አይደለም,Negative ,Service 
Dire dawa ዉስጥ አንድም ታፔላና አንድም ወኪል አላየውምበትም,Negative ,Accessability 
ባለፈው 20 ቀን አካባቢ ከሲቢኢ ወደ ቴሌብር ብር አስተላልፌ ነበር ግን ከሲቢኢ ብሩን ቀንሶ ቴሌብር ላይ አልሞላልኝም,Negative ,Service 
እኛ ከተማ ጭራሽ ውኪል እሚባል የለም ብሪን ቴሌ ብር ላይ አስቀምጭ ባንክ ዝግ ስለነበር ወጭ ላደርግ ወኪል ብፈልግ ብፈልግ ተስፋ ቆርጨ ከዛ በATM አወጣው,Negative ,Accessability 
የመልክት ጥቅል 44 ይላል ግን 10 እንኳን አደረሳችሁ ሳልልበት ያልቃል,Negative ,Service 
4G ኔት ዎርክ ሲማቺንን አስቀይረን ነበር ሊስራልን አልቻለም ስም ብቻ ነው የተረፈን,Negative ,Quality 
ካርድ ገዝቸ እቢ አለኝ ቺግሩ ቢነገረኝ,Negative ,Service 
የተቋረጠብኝ ዋይፋ እሄው 15 ቀን ሆነው መልስ የሚሰጠኝ አጣው,Negative ,Service 
ዋይፋይ ከተቋረጠብኝ 3 ወር አለፈዉ መፍትሄ ስጡኝ ባካችሁ,Negative ,Service 
የኔቶርክ ችግር ከግዜ ወዳ ግዜ እያጨመረ ናው መለ በሉን,Negative ,Quality 
ለምን የቀን ገደብ አደረጋችሁበት,Negative ,Service 
ሽልማቱን አሸንፌ ነበር ግን አልደረሰኝም 500 ብር አልገባልኝም እስካሁን,Negative ,Service 
ኧረ ገመድ አልባ unlimited wifi ዋጋ ቀንሱልን ለማስገባት እንፈልጋለን,Negative ,Price 
ግን ለምን በየ በዓሉ ተመሳሳይ ነገር ይለቀቃል ለየት ጨመር አታደርጉም እንዴ,Negative ,Accessability 
ለእኔ ተሞልቶልኝ ግን ተጨማሪ ስጦታ አልደረስኝም። ለምን?,Negative ,Service 
አስባቹህ ወዳቹህ ከውጭ ሲሞላልን ካርዱን እስክንጨርሰው መጠቀም ካልቻልን ምን ዋጋ አለው,Negative ,Service 
አናንተ ግን ለሀብታም ብቻ የቆማችሁት ትገርማላችሁ ለደሀው ሀገሬኛ 50%- ለሀብታም እና ዲያስፖራ ቤተሰብ 100%+ ኢትዮጵያ የ,Negative ,Accessability 
ቴሌ ብር አፕሊኬሺን አክቲቭ አይሆንም,Negative ,Service 
ሰራተኞቻችሁ የድርጅቱ መመሪያ አያውቁትም ,Negative ,Service 
127 ስንደውል ስልክ የሚያነሳልን አጣን,Negative ,Service 
Ethio telcom ካለ በቂ ምክንያት የደንበኛን የሲም ካርድ አገልግሎት እያቋረጠ መምጣት ጀምሯል!,Negative ,Service 
አመታዊ ያልተገደበ ኢንተርኔት ፓኬጅ ገዝቼ ነበር እየሰራልኝ አይደለም በፊት ጥሩ ነበር  አንድ ፊልም ለምክፈት አቅም አትዋል ,Negative ,Quality 
ኢትዮ ቴሌኮም አዲስ ላውንች ያደረገው የሲም መሸጫ ሲስተም መተግበሪያ ማውረድ ወይም ዳውንሎድ ማድረግ አልተቻለም።,Negative ,Service
ጠፍቶብኝ አውጥቼ ነበር ሢደወልልኝ ጥሪ ይቀበላል እኔ ስደውል አልደውልም ብሎኛል መፍትሄ,Negative ,Service
ረ ባካችሁ በቤትዎ ይቆዩ ጥቅል አገልግሎት ማግኘት አልቻልኩም ምንም ሊሰራልኝ አልቻለም መፍትሄ ካለ ።,Negative ,Service
ፓኬጅ ለመግዛት ፈልጌ Pending order እያለ እያስቸገረኝ ነው ።መፍትሔው ምን ይሆን ??,Negative ,Service
የሲም 2 በ imei ምክንያት መጠቀም አልቻልኩም 994 በተደጋጋሚ አስመዝግቤ ለአንድ ቀን ሰርቶ ይቋረጣል,Negative ,Service
 ዋጋው ካልተስተካከለ ወደ ቴሌ ብር አገልግሎታችን እንመለሳለን ልዩነቱ ትንሽ ስለሆነ,Neutral ,Service 
እኔ በ ድርጅቱ አገልግሎት በጣም ደስተኛ ነኝ                            ,Positive ,Service 
በርቱ👏👏👏,Positive ,Service 
ዝግጁ ነን ሁሌም ቀዳሚ ኢትዮ ቴሌኮም እናመሰግናለን,Positive ,Service 
ሞክሸ በርቺ🙏🙏🙏,Positive ,Service 
እውነተኛነት ለዘላቂ ደንበኝነት,Positive ,Service 
አረ Ethio telecom ዘንድሮ አልተቻላችሁም!,Positive ,Service 
ኢትዮ ቴሌኮሞች ዋው በጣም አሪፍ ነገር እየሠራችሁ ነው. በአገልግሎታችሁ ደሥተኛ ነኝ. በዚሁ ቀጥሉበት,Positive ,Service 
የኢቲዮ ቴሌ የአድዋን ሳንጨርሰው ሌላ አዲስ ደስታ ውይ ኖሮ ሲጨምር ያልጨመረ ኢቲዮ ቴሌ እናመሠግናለን,Positive ,Service 
